block_group_id,census_value,state_county_tract_id,total_tract_population,population_ratio
360110416003,1020.0,36-011-041600,2734.0,37.31
360110417001,811.0,36-011-041700,3712.0,21.85
360110417002,453.0,36-011-041700,3712.0,12.2
360110417003,942.0,36-011-041700,3712.0,25.38
360110417004,954.0,36-011-041700,3712.0,25.7
360110417005,552.0,36-011-041700,3712.0,14.87
360110418001,955.0,36-011-041800,5019.0,19.03
360110418002,1083.0,36-011-041800,5019.0,21.58
360110418003,789.0,36-011-041800,5019.0,15.72
360110418004,831.0,36-011-041800,5019.0,16.56
360110418005,1361.0,36-011-041800,5019.0,27.12
360110421001,1170.0,36-011-042100,4377.0,26.73
360110421002,616.0,36-011-042100,4377.0,14.07
360110421003,2591.0,36-011-042100,4377.0,59.2
360130301001,1142.0,36-013-030100,3700.0,30.86
360130301002,935.0,36-013-030100,3700.0,25.27
360130301003,815.0,36-013-030100,3700.0,22.03
360130301004,808.0,36-013-030100,3700.0,21.84
360130302001,812.0,36-013-030200,4347.0,18.68
360130302002,594.0,36-013-030200,4347.0,13.66
360130302003,893.0,36-013-030200,4347.0,20.54
360130302004,1244.0,36-013-030200,4347.0,28.62
360130302005,804.0,36-013-030200,4347.0,18.5
360130303001,431.0,36-013-030300,2059.0,20.93
360130303002,1628.0,36-013-030300,2059.0,79.07
360130304001,963.0,36-013-030400,4035.0,23.87
360130304002,1277.0,36-013-030400,4035.0,31.65
360130304003,1084.0,36-013-030400,4035.0,26.86
360130304004,711.0,36-013-030400,4035.0,17.62
360130305001,819.0,36-013-030500,3331.0,24.59
360130305002,540.0,36-013-030500,3331.0,16.21
360130305003,763.0,36-013-030500,3331.0,22.91
360130305004,658.0,36-013-030500,3331.0,19.75
360130305005,551.0,36-013-030500,3331.0,16.54
360130306001,907.0,36-013-030600,3333.0,27.21
360130306002,568.0,36-013-030600,3333.0,17.04
360130306003,703.0,36-013-030600,3333.0,21.09
360130306004,1155.0,36-013-030600,3333.0,34.65
360130307001,1188.0,36-013-030700,4105.0,28.94
360130307002,386.0,36-013-030700,4105.0,9.4
360130307003,797.0,36-013-030700,4105.0,19.42
360130307004,614.0,36-013-030700,4105.0,14.96
360130307005,1120.0,36-013-030700,4105.0,27.28
360130308001,613.0,36-013-030800,3908.0,15.69
360130308002,941.0,36-013-030800,3908.0,24.08
360130308003,686.0,36-013-030800,3908.0,17.55
360130308004,624.0,36-013-030800,3908.0,15.97
360130308005,1044.0,36-013-030800,3908.0,26.71
360130351001,1463.0,36-013-035100,4323.0,33.84
360130351002,677.0,36-013-035100,4323.0,15.66
360130351003,836.0,36-013-035100,4323.0,19.34
360130351004,536.0,36-013-035100,4323.0,12.4
360130351005,811.0,36-013-035100,4323.0,18.76
360130353001,1292.0,36-013-035300,2568.0,50.31
360130353002,1276.0,36-013-035300,2568.0,49.69
360130354001,1106.0,36-013-035400,2848.0,38.83
360130354002,805.0,36-013-035400,2848.0,28.27
360130354003,937.0,36-013-035400,2848.0,32.9
360130355001,1120.0,36-013-035500,3204.0,34.96
360130355002,988.0,36-013-035500,3204.0,30.84
360130355003,1096.0,36-013-035500,3204.0,34.21
360130356001,1086.0,36-013-035600,3442.0,31.55
360130356002,1537.0,36-013-035600,3442.0,44.65
360130356003,819.0,36-013-035600,3442.0,23.79
360130357001,806.0,36-013-035700,3157.0,25.53
360130357002,1251.0,36-013-035700,3157.0,39.63
360130357003,1100.0,36-013-035700,3157.0,34.84
360130358001,681.0,36-013-035800,3364.0,20.24
360130358002,807.0,36-013-035800,3364.0,23.99
360130358003,1299.0,36-013-035800,3364.0,38.61
360130358004,577.0,36-013-035800,3364.0,17.15
360130359011,1809.0,36-013-035901,4811.0,37.6
360130359012,1610.0,36-013-035901,4811.0,33.46
360130359013,1392.0,36-013-035901,4811.0,28.93
360130359021,2152.0,36-013-035902,2152.0,100.0
360130360001,1352.0,36-013-036000,4373.0,30.92
360130360002,1346.0,36-013-036000,4373.0,30.78
360130360003,848.0,36-013-036000,4373.0,19.39
360130360004,827.0,36-013-036000,4373.0,18.91
360130361001,857.0,36-013-036100,4515.0,18.98
360130361002,942.0,36-013-036100,4515.0,20.86
360130361003,1505.0,36-013-036100,4515.0,33.33
360130361004,1211.0,36-013-036100,4515.0,26.82
360130363001,2165.0,36-013-036300,4412.0,49.07
360130363002,1755.0,36-013-036300,4412.0,39.78
360130363003,492.0,36-013-036300,4412.0,11.15
360130364011,392.0,36-013-036401,2575.0,15.22
360130364012,774.0,36-013-036401,2575.0,30.06
360130364013,766.0,36-013-036401,2575.0,29.75
360130364014,643.0,36-013-036401,2575.0,24.97
360130364021,931.0,36-013-036402,3529.0,26.38
360130364022,991.0,36-013-036402,3529.0,28.08
360130364023,591.0,36-013-036402,3529.0,16.75
360130364024,1016.0,36-013-036402,3529.0,28.79
360130365001,1198.0,36-013-036500,4568.0,26.23
360130365002,1426.0,36-013-036500,4568.0,31.22
360130365003,1262.0,36-013-036500,4568.0,27.63
360130365004,682.0,36-013-036500,4568.0,14.93
360130366001,912.0,36-013-036600,3231.0,28.23
360130366002,1441.0,36-013-036600,3231.0,44.6
360130366003,878.0,36-013-036600,3231.0,27.17
360130367001,1107.0,36-013-036700,4357.0,25.41
360130367002,2096.0,36-013-036700,4357.0,48.11
360130367003,1154.0,36-013-036700,4357.0,26.49
360130368011,1061.0,36-013-036801,2630.0,40.34
360130368012,833.0,36-013-036801,2630.0,31.67
360130368013,736.0,36-013-036801,2630.0,27.98
360130368021,1078.0,36-013-036802,2110.0,51.09
360130368022,1032.0,36-013-036802,2110.0,48.91
360130369011,1184.0,36-013-036901,2634.0,44.95
360130369012,1450.0,36-013-036901,2634.0,55.05
360130369021,1260.0,36-013-036902,3040.0,41.45
360130369022,1031.0,36-013-036902,3040.0,33.91
360130369023,429.0,36-013-036902,3040.0,14.11
360130369024,320.0,36-013-036902,3040.0,10.53
360130370001,857.0,36-013-037000,3448.0,24.85
360130370002,1162.0,36-013-037000,3448.0,33.7
360130370003,1429.0,36-013-037000,3448.0,41.44
360130371001,971.0,36-013-037100,4029.0,24.1
360130371002,545.0,36-013-037100,4029.0,13.53
360130371003,1315.0,36-013-037100,4029.0,32.64
360130371004,1198.0,36-013-037100,4029.0,29.73
360130372001,990.0,36-013-037200,3899.0,25.39
360130372002,667.0,36-013-037200,3899.0,17.11
360130372003,934.0,36-013-037200,3899.0,23.95
360130372004,1308.0,36-013-037200,3899.0,33.55
360130373001,1558.0,36-013-037300,4824.0,32.3
360130373002,1262.0,36-013-037300,4824.0,26.16
360130373003,1130.0,36-013-037300,4824.0,23.42
360130373004,874.0,36-013-037300,4824.0,18.12
360130374001,776.0,36-013-037400,3703.0,20.96
360130374002,1489.0,36-013-037400,3703.0,40.21
360130374003,1438.0,36-013-037400,3703.0,38.83
360130375001,1115.0,36-013-037500,4868.0,22.9
360130375002,2213.0,36-013-037500,4868.0,45.46
360130375003,1540.0,36-013-037500,4868.0,31.64
360130376001,1208.0,36-013-037600,2610.0,46.28
360130376002,1402.0,36-013-037600,2610.0,53.72
360150001001,1537.0,36-015-000100,2590.0,59.34
360150001002,562.0,36-015-000100,2590.0,21.7
360150001003,491.0,36-015-000100,2590.0,18.96
360150002001,1216.0,36-015-000200,2550.0,47.69
360150002002,1334.0,36-015-000200,2550.0,52.31
360150003001,1846.0,36-015-000300,1846.0,100.0
360150004001,615.0,36-015-000400,2329.0,26.41
360150004002,538.0,36-015-000400,2329.0,23.1
360150004003,1176.0,36-015-000400,2329.0,50.49
360150005001,495.0,36-015-000500,2589.0,19.12
360150005002,1240.0,36-015-000500,2589.0,47.89
360150005003,854.0,36-015-000500,2589.0,32.99
360150006001,1178.0,36-015-000600,3455.0,34.1
360150006002,1715.0,36-015-000600,3455.0,49.64
360150006003,562.0,36-015-000600,3455.0,16.27
360150007001,711.0,36-015-000700,2298.0,30.94
360150007002,1379.0,36-015-000700,2298.0,60.01
360150007003,208.0,36-015-000700,2298.0,9.05
360150009001,717.0,36-015-000900,2871.0,24.97
360150009002,264.0,36-015-000900,2871.0,9.2
360150009003,687.0,36-015-000900,2871.0,23.93
360150009004,894.0,36-015-000900,2871.0,31.14
360150009005,309.0,36-015-000900,2871.0,10.76
360150010001,420.0,36-015-001000,2859.0,14.69
360150010002,892.0,36-015-001000,2859.0,31.2
360150010003,1547.0,36-015-001000,2859.0,54.11
360150011001,914.0,36-015-001100,3350.0,27.28
360150011002,1065.0,36-015-001100,3350.0,31.79
360150011003,839.0,36-015-001100,3350.0,25.04
360150011004,532.0,36-015-001100,3350.0,15.88
360150101001,1175.0,36-015-010100,3377.0,34.79
360150101002,729.0,36-015-010100,3377.0,21.59
360150101003,526.0,36-015-010100,3377.0,15.58
360150101004,947.0,36-015-010100,3377.0,28.04
360150102001,662.0,36-015-010200,5883.0,11.25
360150102002,896.0,36-015-010200,5883.0,15.23
360150102003,984.0,36-015-010200,5883.0,16.73
360150102004,812.0,36-015-010200,5883.0,13.8
360150102005,1594.0,36-015-010200,5883.0,27.1
360150102006,935.0,36-015-010200,5883.0,15.89
360150103011,1814.0,36-015-010301,4837.0,37.5
360150103012,983.0,36-015-010301,4837.0,20.32
360150103013,2040.0,36-015-010301,4837.0,42.17
360150103021,1114.0,36-015-010302,2938.0,37.92
360150103022,1081.0,36-015-010302,2938.0,36.79
360150103023,743.0,36-015-010302,2938.0,25.29
360150104001,1180.0,36-015-010400,3567.0,33.08
360150104002,1318.0,36-015-010400,3567.0,36.95
360150104003,1069.0,36-015-010400,3567.0,29.97
360150105001,519.0,36-015-010500,2968.0,17.49
360150105002,1296.0,36-015-010500,2968.0,43.67
360150105003,1153.0,36-015-010500,2968.0,38.85
360150106001,828.0,36-015-010600,2832.0,29.24
360150106002,864.0,36-015-010600,2832.0,30.51
360150106003,1140.0,36-015-010600,2832.0,40.25
360150107011,1270.0,36-015-010701,3151.0,40.3
360150107012,1514.0,36-015-010701,3151.0,48.05
360150107013,367.0,36-015-010701,3151.0,11.65
360150107021,799.0,36-015-010702,4250.0,18.8
360150107022,1943.0,36-015-010702,4250.0,45.72
360150107023,1508.0,36-015-010702,4250.0,35.48
360150108001,630.0,36-015-010800,3962.0,15.9
360150108002,993.0,36-015-010800,3962.0,25.06
360150108003,714.0,36-015-010800,3962.0,18.02
360150108004,793.0,36-015-010800,3962.0,20.02
360150108005,832.0,36-015-010800,3962.0,21.0
360150109001,1509.0,36-015-010900,5044.0,29.92
360150109002,854.0,36-015-010900,5044.0,16.93
360150109003,1419.0,36-015-010900,5044.0,28.13
360150109004,1262.0,36-015-010900,5044.0,25.02
360150110001,1227.0,36-015-011000,3619.0,33.9
360150110002,1130.0,36-015-011000,3619.0,31.22
360150110003,867.0,36-015-011000,3619.0,23.96
360150110004,395.0,36-015-011000,3619.0,10.91
360150111011,988.0,36-015-011101,2411.0,40.98
360150111012,1423.0,36-015-011101,2411.0,59.02
360150111021,893.0,36-015-011102,4335.0,20.6
360150111022,1214.0,36-015-011102,4335.0,28.0
360150111023,1137.0,36-015-011102,4335.0,26.23
360150111024,1091.0,36-015-011102,4335.0,25.17
360150112001,748.0,36-015-011200,4545.0,16.46
360150112002,727.0,36-015-011200,4545.0,16.0
360150112003,1106.0,36-015-011200,4545.0,24.33
360150112004,559.0,36-015-011200,4545.0,12.3
360150112005,946.0,36-015-011200,4545.0,20.81
360150112006,459.0,36-015-011200,4545.0,10.1
360179701011,549.0,36-017-970101,2824.0,19.44
360179701012,1522.0,36-017-970101,2824.0,53.9
360179701013,753.0,36-017-970101,2824.0,26.66
360179701021,1137.0,36-017-970102,3195.0,35.59
360179701022,2058.0,36-017-970102,3195.0,64.41
360179702011,801.0,36-017-970201,1975.0,40.56
360179702012,703.0,36-017-970201,1975.0,35.59
360179702013,471.0,36-017-970201,1975.0,23.85
360179702021,603.0,36-017-970202,2123.0,28.4
360179702022,959.0,36-017-970202,2123.0,45.17
360179702023,561.0,36-017-970202,2123.0,26.42
360179703001,705.0,36-017-970300,3946.0,17.87
360179703002,613.0,36-017-970300,3946.0,15.53
360179703003,976.0,36-017-970300,3946.0,24.73
360179703004,675.0,36-017-970300,3946.0,17.11
360179703005,977.0,36-017-970300,3946.0,24.76
360179704001,392.0,36-017-970400,3036.0,12.91
360179704002,777.0,36-017-970400,3036.0,25.59
360179704003,959.0,36-017-970400,3036.0,31.59
360179704004,908.0,36-017-970400,3036.0,29.91
360179705011,1033.0,36-017-970501,2047.0,50.46
360179705012,600.0,36-017-970501,2047.0,29.31
360179705013,414.0,36-017-970501,2047.0,20.22
360179705021,1167.0,36-017-970502,3027.0,38.55
360179705022,1190.0,36-017-970502,3027.0,39.31
360179705023,670.0,36-017-970502,3027.0,22.13
360179706011,648.0,36-017-970601,4012.0,16.15
360179706012,1125.0,36-017-970601,4012.0,28.04
360179706013,1274.0,36-017-970601,4012.0,31.75
360179706014,965.0,36-017-970601,4012.0,24.05
360179706021,1112.0,36-017-970602,3551.0,31.32
360179706022,888.0,36-017-970602,3551.0,25.01
360179706023,564.0,36-017-970602,3551.0,15.88
360179706024,987.0,36-017-970602,3551.0,27.79
360179707001,690.0,36-017-970700,2318.0,29.77
360179707002,661.0,36-017-970700,2318.0,28.52
360179707003,967.0,36-017-970700,2318.0,41.72
360179708011,733.0,36-017-970801,3545.0,20.68
360179708012,1219.0,36-017-970801,3545.0,34.39
360179708013,669.0,36-017-970801,3545.0,18.87
360179708014,924.0,36-017-970801,3545.0,26.06
360179708021,994.0,36-017-970802,3496.0,28.43
360179708022,963.0,36-017-970802,3496.0,27.55
360179708023,751.0,36-017-970802,3496.0,21.48
360179708024,788.0,36-017-970802,3496.0,22.54
360179709011,1213.0,36-017-970901,2856.0,42.47
360179709012,1643.0,36-017-970901,2856.0,57.53
360179709021,1065.0,36-017-970902,2059.0,51.72
360179709022,994.0,36-017-970902,2059.0,48.28
360179710001,682.0,36-017-971000,3397.0,20.08
360179710002,1207.0,36-017-971000,3397.0,35.53
360179710003,1508.0,36-017-971000,3397.0,44.39
360191001011,907.0,36-019-100101,2704.0,33.54
360191001012,739.0,36-019-100101,2704.0,27.33
360191001013,1058.0,36-019-100101,2704.0,39.13
360191001021,1028.0,36-019-100102,3015.0,34.1
360191001022,600.0,36-019-100102,3015.0,19.9
360191001023,1387.0,36-019-100102,3015.0,46.0
360191002001,1353.0,36-019-100200,4099.0,33.01
360191002002,703.0,36-019-100200,4099.0,17.15
360191002003,1164.0,36-019-100200,4099.0,28.4
360191002004,879.0,36-019-100200,4099.0,21.44
360191006001,1915.0,36-019-100600,5489.0,34.89
360191006002,746.0,36-019-100600,5489.0,13.59
360191006003,1108.0,36-019-100600,5489.0,20.19
360191006004,637.0,36-019-100600,5489.0,11.61
360191006005,1083.0,36-019-100600,5489.0,19.73
360191007001,1743.0,36-019-100700,3727.0,46.77
360191007002,1096.0,36-019-100700,3727.0,29.41
360191007003,888.0,36-019-100700,3727.0,23.83
360191008001,801.0,36-019-100800,4676.0,17.13
360191008002,1067.0,36-019-100800,4676.0,22.82
360191008003,1437.0,36-019-100800,4676.0,30.73
360191008004,666.0,36-019-100800,4676.0,14.24
360191008005,705.0,36-019-100800,4676.0,15.08
360191009011,1206.0,36-019-100901,3151.0,38.27
360191009012,1168.0,36-019-100901,3151.0,37.07
360191009013,777.0,36-019-100901,3151.0,24.66
360191009021,1323.0,36-019-100902,1932.0,68.48
360191009022,609.0,36-019-100902,1932.0,31.52
360191010001,531.0,36-019-101000,4333.0,12.25
360191010002,988.0,36-019-101000,4333.0,22.8
360191010003,1062.0,36-019-101000,4333.0,24.51
360191010004,704.0,36-019-101000,4333.0,16.25
360191010005,1048.0,36-019-101000,4333.0,24.19
360191016001,1490.0,36-019-101600,1490.0,100.0
360191019011,1789.0,36-019-101901,5265.0,33.98
360191019012,1167.0,36-019-101901,5265.0,22.17
360191019013,1277.0,36-019-101901,5265.0,24.25
360191019014,1032.0,36-019-101901,5265.0,19.6
360191019021,994.0,36-019-101902,994.0,100.0
360191021001,1069.0,36-019-102100,1923.0,55.59
360191021002,854.0,36-019-102100,1923.0,44.41
360191022001,853.0,36-019-102200,3079.0,27.7
360191022002,887.0,36-019-102200,3079.0,28.81
360191022003,880.0,36-019-102200,3079.0,28.58
360191022004,459.0,36-019-102200,3079.0,14.91
360191028001,1208.0,36-019-102800,3360.0,35.95
360191028002,917.0,36-019-102800,3360.0,27.29
360191028003,1038.0,36-019-102800,3360.0,30.89
360191028004,197.0,36-019-102800,3360.0,5.86
360191030001,2606.0,36-019-103000,2606.0,100.0
360191031001,589.0,36-019-103100,2683.0,21.95
360191031002,931.0,36-019-103100,2683.0,34.7
360191031003,1163.0,36-019-103100,2683.0,43.35
360191032001,772.0,36-019-103200,2185.0,35.33
360191032002,617.0,36-019-103200,2185.0,28.24
360191032003,796.0,36-019-103200,2185.0,36.43
360191035121,461.0,36-019-103512,7288.0,6.33
360191035122,3296.0,36-019-103512,7288.0,45.23
360191035123,721.0,36-019-103512,7288.0,9.89
360191035124,1404.0,36-019-103512,7288.0,19.26
360191035125,858.0,36-019-103512,7288.0,11.77
360191035126,548.0,36-019-103512,7288.0,7.52
360191038001,317.0,36-019-103800,5256.0,6.03
360191038002,1195.0,36-019-103800,5256.0,22.74
360191038003,1089.0,36-019-103800,5256.0,20.72
360191038004,367.0,36-019-103800,5256.0,6.98
360191038005,750.0,36-019-103800,5256.0,14.27
360191038006,1538.0,36-019-103800,5256.0,29.26
360191039001,814.0,36-019-103900,4920.0,16.54
360191039002,509.0,36-019-103900,4920.0,10.35
360191039003,1312.0,36-019-103900,4920.0,26.67
360191039004,1611.0,36-019-103900,4920.0,32.74
360191039005,674.0,36-019-103900,4920.0,13.7
360191042001,1161.0,36-019-104200,5920.0,19.61
360191042002,904.0,36-019-104200,5920.0,15.27
360191042003,1398.0,36-019-104200,5920.0,23.61
360191042004,1291.0,36-019-104200,5920.0,21.81
360191042005,1166.0,36-019-104200,5920.0,19.7
360210001001,1600.0,36-021-000100,2488.0,64.31
360210001002,888.0,36-021-000100,2488.0,35.69
360210002001,792.0,36-021-000200,1762.0,44.95
360210002002,970.0,36-021-000200,1762.0,55.05
360210003001,788.0,36-021-000300,4079.0,19.32
360210003002,741.0,36-021-000300,4079.0,18.17
360210003003,680.0,36-021-000300,4079.0,16.67
360210003004,1019.0,36-021-000300,4079.0,24.98
360210003005,851.0,36-021-000300,4079.0,20.86
360210004011,1638.0,36-021-000401,2444.0,67.02
360210004012,806.0,36-021-000401,2444.0,32.98
360210004021,2013.0,36-021-000402,5886.0,34.2
360210004022,624.0,36-021-000402,5886.0,10.6
360210004023,1611.0,36-021-000402,5886.0,27.37
360210004024,1638.0,36-021-000402,5886.0,27.83
360210005001,2317.0,36-021-000500,2317.0,100.0
360210006001,776.0,36-021-000600,2675.0,29.01
360210006002,1451.0,36-021-000600,2675.0,54.24
360210006003,448.0,36-021-000600,2675.0,16.75
360210007001,1373.0,36-021-000700,5301.0,25.9
360210007002,1131.0,36-021-000700,5301.0,21.34
360210007003,880.0,36-021-000700,5301.0,16.6
360210007004,939.0,36-021-000700,5301.0,17.71
360210007005,978.0,36-021-000700,5301.0,18.45
360210008001,923.0,36-021-000800,1684.0,54.81
360210008002,761.0,36-021-000800,1684.0,45.19
360210009001,720.0,36-021-000900,1659.0,43.4
360210009002,939.0,36-021-000900,1659.0,56.6
360210010001,586.0,36-021-001000,6032.0,9.71
360210010002,1186.0,36-021-001000,6032.0,19.66
360210010003,1031.0,36-021-001000,6032.0,17.09
360210010004,1277.0,36-021-001000,6032.0,21.17
360210010005,1202.0,36-021-001000,6032.0,19.93
360210010006,750.0,36-021-001000,6032.0,12.43
360210011001,892.0,36-021-001100,4425.0,20.16
360210011002,849.0,36-021-001100,4425.0,19.19
360210011003,1839.0,36-021-001100,4425.0,41.56
360210011004,845.0,36-021-001100,4425.0,19.1
360210012001,1079.0,36-021-001200,2944.0,36.65
360210012002,576.0,36-021-001200,2944.0,19.57
360210012003,624.0,36-021-001200,2944.0,21.2
360210012004,665.0,36-021-001200,2944.0,22.59
360210013001,939.0,36-021-001300,3020.0,31.09
360210013002,892.0,36-021-001300,3020.0,29.54
360210013003,224.0,36-021-001300,3020.0,7.42
360210013004,435.0,36-021-001300,3020.0,14.4
360210013005,530.0,36-021-001300,3020.0,17.55
360210014001,1615.0,36-021-001400,3635.0,44.43
360210014002,1214.0,36-021-001400,3635.0,33.4
360210014003,806.0,36-021-001400,3635.0,22.17
360210015001,653.0,36-021-001500,1236.0,52.83
360210015002,583.0,36-021-001500,1236.0,47.17
360210016001,1347.0,36-021-001600,3378.0,39.88
360210016002,915.0,36-021-001600,3378.0,27.09
360210016003,533.0,36-021-001600,3378.0,15.78
360210016004,583.0,36-021-001600,3378.0,17.26
360210017001,770.0,36-021-001700,1397.0,55.12
360210017002,627.0,36-021-001700,1397.0,44.88
360210018001,384.0,36-021-001800,1487.0,25.82
360210018002,1103.0,36-021-001800,1487.0,74.18
360210019001,1120.0,36-021-001900,2026.0,55.28
360210019002,906.0,36-021-001900,2026.0,44.72
360210020001,632.0,36-021-002000,1712.0,36.92
360210020002,1080.0,36-021-002000,1712.0,63.08
360239701001,903.0,36-023-970100,3380.0,26.72
360239701002,675.0,36-023-970100,3380.0,19.97
360239701003,972.0,36-023-970100,3380.0,28.76
360239701004,830.0,36-023-970100,3380.0,24.56
360239702011,1007.0,36-023-970201,2286.0,44.05
360239702012,397.0,36-023-970201,2286.0,17.37
360239702013,882.0,36-023-970201,2286.0,38.58
360239702021,1298.0,36-023-970202,3217.0,40.35
360239702022,1919.0,36-023-970202,3217.0,59.65
360239703001,946.0,36-023-970300,3102.0,30.5
360239703002,797.0,36-023-970300,3102.0,25.69
360239703003,784.0,36-023-970300,3102.0,25.27
360239703004,575.0,36-023-970300,3102.0,18.54
360239704001,1086.0,36-023-970400,2862.0,37.95
360239704002,1131.0,36-023-970400,2862.0,39.52
360239704003,645.0,36-023-970400,2862.0,22.54
360239705001,1420.0,36-023-970500,4036.0,35.18
360239705002,608.0,36-023-970500,4036.0,15.06
360239705003,981.0,36-023-970500,4036.0,24.31
360239705004,1027.0,36-023-970500,4036.0,25.45
360239706001,1168.0,36-023-970600,2866.0,40.75
360239706002,704.0,36-023-970600,2866.0,24.56
360239706003,485.0,36-023-970600,2866.0,16.92
360239706004,509.0,36-023-970600,2866.0,17.76
360239707001,672.0,36-023-970700,3700.0,18.16
360239707002,823.0,36-023-970700,3700.0,22.24
360239707003,714.0,36-023-970700,3700.0,19.3
360239707004,1055.0,36-023-970700,3700.0,28.51
360239707005,436.0,36-023-970700,3700.0,11.78
360239708001,2654.0,36-023-970800,2654.0,100.0
360239709001,1660.0,36-023-970900,4321.0,38.42
360239709002,651.0,36-023-970900,4321.0,15.07
360239709003,1092.0,36-023-970900,4321.0,25.27
360239709004,918.0,36-023-970900,4321.0,21.25
360239710001,692.0,36-023-971000,5526.0,12.52
360239710002,825.0,36-023-971000,5526.0,14.93
360239710003,1227.0,36-023-971000,5526.0,22.2
360239710004,1366.0,36-023-971000,5526.0,24.72
360239710005,1416.0,36-023-971000,5526.0,25.62
360239711001,1560.0,36-023-971100,4781.0,32.63
360239711002,988.0,36-023-971100,4781.0,20.67
360239711003,1272.0,36-023-971100,4781.0,26.61
360239711004,961.0,36-023-971100,4781.0,20.1
360239712001,948.0,36-023-971200,4253.0,22.29
360239712002,986.0,36-023-971200,4253.0,23.18
360239712003,930.0,36-023-971200,4253.0,21.87
360239712004,1389.0,36-023-971200,4253.0,32.66
360259701011,851.0,36-025-970101,1478.0,57.58
360259701012,627.0,36-025-970101,1478.0,42.42
360259701021,1384.0,36-025-970102,2936.0,47.14
360259701022,1552.0,36-025-970102,2936.0,52.86
360259702001,619.0,36-025-970200,3418.0,18.11
360259702002,1048.0,36-025-970200,3418.0,30.66
360259702003,830.0,36-025-970200,3418.0,24.28
360259702004,921.0,36-025-970200,3418.0,26.95
360259703001,585.0,36-025-970300,2437.0,24.0
360259703002,717.0,36-025-970300,2437.0,29.42
360259703003,1135.0,36-025-970300,2437.0,46.57
360259704011,942.0,36-025-970401,1780.0,52.92
360259704012,838.0,36-025-970401,1780.0,47.08
360259704021,757.0,36-025-970402,3758.0,20.14
360259704022,798.0,36-025-970402,3758.0,21.23
360259704023,827.0,36-025-970402,3758.0,22.01
360259704024,356.0,36-025-970402,3758.0,9.47
360259704025,1020.0,36-025-970402,3758.0,27.14
360259705011,1188.0,36-025-970501,2203.0,53.93
360259705012,1015.0,36-025-970501,2203.0,46.07
360259705021,829.0,36-025-970502,1458.0,56.86
360259705022,629.0,36-025-970502,1458.0,43.14
360259706011,848.0,36-025-970601,2168.0,39.11
360259706012,784.0,36-025-970601,2168.0,36.16
360259706013,536.0,36-025-970601,2168.0,24.72
360259706021,873.0,36-025-970602,3092.0,28.23
360259706022,1267.0,36-025-970602,3092.0,40.98
360259706023,952.0,36-025-970602,3092.0,30.79
360259707001,495.0,36-025-970700,2244.0,22.06
360259707002,720.0,36-025-970700,2244.0,32.09
360259707003,566.0,36-025-970700,2244.0,25.22
360259707004,463.0,36-025-970700,2244.0,20.63
360259708001,713.0,36-025-970800,3448.0,20.68
360259708002,749.0,36-025-970800,3448.0,21.72
360259708003,1115.0,36-025-970800,3448.0,32.34
360259708004,871.0,36-025-970800,3448.0,25.26
360259709001,1496.0,36-025-970900,1496.0,100.0
360259710001,944.0,36-025-971000,2649.0,35.64
360259710002,566.0,36-025-971000,2649.0,21.37
360259710003,1139.0,36-025-971000,2649.0,43.0
360259711001,461.0,36-025-971100,2001.0,23.04
360259711002,529.0,36-025-971100,2001.0,26.44
360259711003,1011.0,36-025-971100,2001.0,50.52
360259712001,896.0,36-025-971200,3372.0,26.57
360259712002,996.0,36-025-971200,3372.0,29.54
360259712003,434.0,36-025-971200,3372.0,12.87
360259712004,466.0,36-025-971200,3372.0,13.82
360259712005,580.0,36-025-971200,3372.0,17.2
360259713001,803.0,36-025-971300,1900.0,42.26
360259713002,555.0,36-025-971300,1900.0,29.21
360259713003,542.0,36-025-971300,1900.0,28.53
360259714001,1072.0,36-025-971400,2806.0,38.2
360259714002,537.0,36-025-971400,2806.0,19.14
360259714003,566.0,36-025-971400,2806.0,20.17
360259714004,631.0,36-025-971400,2806.0,22.49
360270100001,822.0,36-027-010000,3849.0,21.36
360270100002,1258.0,36-027-010000,3849.0,32.68
360270100003,1056.0,36-027-010000,3849.0,27.44
360270100004,713.0,36-027-010000,3849.0,18.52
360270200031,895.0,36-027-020003,4506.0,19.86
360270200032,717.0,36-027-020003,4506.0,15.91
360270200033,1512.0,36-027-020003,4506.0,33.56
360270200034,1382.0,36-027-020003,4506.0,30.67
360270200041,315.0,36-027-020004,2685.0,11.73
360270200042,1182.0,36-027-020004,2685.0,44.02
360270200043,1188.0,36-027-020004,2685.0,44.25
360270200051,1752.0,36-027-020005,4945.0,35.43
360270200052,1064.0,36-027-020005,4945.0,21.52
360270200053,824.0,36-027-020005,4945.0,16.66
360270200054,1305.0,36-027-020005,4945.0,26.39
360270300001,1073.0,36-027-030000,4060.0,26.43
360270300002,1252.0,36-027-030000,4060.0,30.84
360270300003,856.0,36-027-030000,4060.0,21.08
360270300004,879.0,36-027-030000,4060.0,21.65
360270400011,850.0,36-027-040001,4726.0,17.99
360270400012,2276.0,36-027-040001,4726.0,48.16
360270400013,678.0,36-027-040001,4726.0,14.35
360270400014,922.0,36-027-040001,4726.0,19.51
360270400031,1679.0,36-027-040003,3653.0,45.96
360270400032,1244.0,36-027-040003,3653.0,34.05
360270400033,730.0,36-027-040003,3653.0,19.98
360270501021,1367.0,36-027-050102,3901.0,35.04
360270501022,2534.0,36-027-050102,3901.0,64.96
360270501031,433.0,36-027-050103,5958.0,7.27
