cpc_group,cpc_title_full,best_year,highest_ema
B42D,BOOKS; BOOK COVERS; LOOSE LEAVES; PRINTED MATTER CHARACTERISED BY IDENTIFICATION OR SECURITY FEATURES; PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR; DEVICES FOR USE THEREWITH AND NOT OTHERWISE PROVIDED FOR; MOVABLE-STRIP WRITING OR READING APPARATUS,2006,5.619179063890648
B42F,SHEETS TEMPORARILY ATTACHED TOGETHER; FILING APPLIANCES; FILE CARDS; INDEXING,2004,2.320378866553368
B42P,"INDEXING SCHEME RELATING TO BOOKS, FILING APPLIANCES OR THE LIKE",2012,0.91414784
B43K,IMPLEMENTS FOR WRITING OR DRAWING,2017,4.337430136506401
B43L,ARTICLES FOR WRITING OR DRAWING UPON; WRITING OR DRAWING AIDS; ACCESSORIES FOR WRITING OR DRAWING,2021,3.6901331602235206
B43M,BUREAU ACCESSORIES NOT OTHERWISE PROVIDED FOR,2016,2.0330244186111996
B44B,"MACHINES, APPARATUS OR TOOLS FOR ARTISTIC WORK, e.g. FOR SCULPTURING, GUILLOCHING, CARVING, BRANDING, INLAYING",2021,1.90071853056
B44C,PRODUCING DECORATIVE EFFECTS; MOSAICS; TARSIA WORK; PAPERHANGING,2018,5.16609426239896
B44D,"PAINTING OR ARTISTIC DRAWING, NOT OTHERWISE PROVIDED FOR; PRESERVING PAINTINGS; SURFACE TREATMENT TO OBTAIN SPECIAL ARTISTIC SURFACE EFFECTS OR FINISHES",2018,2.1331460780157454
B44F,SPECIAL DESIGNS OR PICTURES,2007,1.6054069343289346
B60B,VEHICLE WHEELS; CASTORS; AXLES FOR WHEELS OR CASTORS; INCREASING WHEEL ADHESION,2018,6.735643649991437
B60C,VEHICLE TYRES; TYRE INFLATION; TYRE CHANGING; CONNECTING VALVES TO INFLATABLE ELASTIC BODIES IN GENERAL; DEVICES OR ARRANGEMENTS RELATED TO TYRES,2019,21.53068916166422
B60D,VEHICLE CONNECTIONS,2021,3.132008145097645
B60F,VEHICLES FOR USE BOTH ON RAIL AND ON ROAD; AMPHIBIOUS OR LIKE VEHICLES; CONVERTIBLE VEHICLES,2018,1.2503913748889603
B60G,VEHICLE SUSPENSION ARRANGEMENTS,2018,12.315709606398165
B60H,"ARRANGEMENTS OF HEATING, COOLING, VENTILATING OR OTHER AIR-TREATING DEVICES SPECIALLY ADAPTED FOR PASSENGER OR GOODS SPACES OF VEHICLES",2022,13.303384309116268
B60J,"WINDOWS, WINDSCREENS, NON-FIXED ROOFS, DOORS, OR SIMILAR DEVICES FOR VEHICLES; REMOVABLE EXTERNAL PROTECTIVE COVERINGS SPECIALLY ADAPTED FOR VEHICLES",2018,11.028061377222418
B60K,"ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS IN VEHICLES; AUXILIARY DRIVES FOR VEHICLES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST OR FUEL SUPPLY OF PROPULSION UNITS IN VEHICLES",2018,25.140374833647385
B60L,PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES; SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLES; ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERAL; MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLES; MONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLES; ELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES,2022,25.240966769148717
B60M,"POWER SUPPLY LINES, AND DEVICES ALONG RAILS, FOR ELECTRICALLY- PROPELLED VEHICLES",2021,1.9327485754613147
B60N,SEATS SPECIALLY ADAPTED FOR VEHICLES; VEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR,2018,24.67052439605078
B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS",2021,8.482471708399014
B60Q,"ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES, THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR, FOR VEHICLES IN GENERAL",2019,13.9821265074288
B60R,"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR",2018,49.67858121395133
B60S,"SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR",2018,8.49569678592332
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",2022,18.912468412222598
B60V,AIR-CUSHION VEHICLES,1971,1.019776
B60W,CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION; CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES; ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT,2021,45.956574229058845
B60Y,INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY,2019,6.571206278072622
B61B,RAILWAY SYSTEMS; EQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FOR,2017,3.3703643032054202
B61C,LOCOMOTIVES; MOTOR RAILCARS,2020,2.040022288790403
B61D,BODY DETAILS OR KINDS OF RAILWAY VEHICLES,2018,4.8826077639718015
B61F,"RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES OR ARRANGEMENTS OF WHEEL AXLES; RAIL VEHICLES FOR USE ON TRACKS OF DIFFERENT WIDTH; PREVENTING DERAILING OF RAIL VEHICLES; WHEEL GUARDS, OBSTRUCTION REMOVERS OR THE LIKE FOR RAIL VEHICLES",2019,3.7993536566691484
B61G,COUPLINGS; DRAUGHT AND BUFFING APPLIANCES,2018,2.0040878878441855
B61H,BRAKES OR OTHER RETARDING DEVICES SPECIALLY ADAPTED FOR RAIL VEHICLES; ARRANGEMENT OR DISPOSITION THEREOF IN RAIL VEHICLES,2021,1.3906653194638539
B61J,SHIFTING OR SHUNTING OF RAIL VEHICLES,1959,0.8723200000000001
B61K,"AUXILIARY EQUIPMENT SPECIALLY ADAPTED FOR RAILWAYS, NOT OTHERWISE PROVIDED FOR",2018,2.3475708506482764
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC,2022,6.86192611286841
B62B,"HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORS; SLEDGES",2018,9.81853216748349
B62C,VEHICLES DRAWN BY ANIMALS,1968,0.8657822720000002
B62D,MOTOR VEHICLES; TRAILERS,2019,43.93980720260479
B62H,CYCLE STANDS; SUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLES; APPLIANCES PREVENTING OR INDICATING UNAUTHORIZED USE OR THEFT OF CYCLES; LOCKS INTEGRAL WITH CYCLES; DEVICES FOR LEARNING TO RIDE CYCLES,2016,2.7845331259793134
B62J,"CYCLE SADDLES OR SEATS; AUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR, e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS",2021,8.656353417212278
B62K,"CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDE-CARS, FORECARS, OR THE LIKE",2018,10.301331188154883
B62L,BRAKES SPECIALLY ADAPTED FOR CYCLES,2019,1.164815627911168
B62M,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES; POWERED PROPULSION OF SLEDGES OR SINGLE-TRACK CYCLES; TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES,2019,6.338799894242366
B63B,SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING ,2018,17.21329849926349
B63C,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS; LIFE-SAVING IN WATER; EQUIPMENT FOR DWELLING OR WORKING UNDER WATER; MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS",2022,3.1891792465740885
B63G,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS; MINE-LAYING; MINE-SWEEPING; SUBMARINES; AIRCRAFT CARRIERS,2022,1.7591383013476365
B63H,MARINE PROPULSION OR STEERING,2018,7.401084847533703
B63J,AUXILIARIES ON VESSELS,2021,1.5376473388089344
B64B,LIGHTER-THAN AIR AIRCRAFT,2021,0.8926258176000004
B64C,AEROPLANES; HELICOPTERS,2019,20.26507267938396
B64D,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLIGHT SUITS; PARACHUTES; ARRANGEMENT OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT,2020,16.163863984927357
B64F,"GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT; DESIGNING, MANUFACTURING, ASSEMBLING, CLEANING, MAINTAINING OR REPAIRING AIRCRAFT, NOT OTHERWISE PROVIDED FOR; HANDLING, TRANSPORTING, TESTING OR INSPECTING AIRCRAFT COMPONENTS, NOT OTHERWISE PROVIDED FOR",2021,6.870883795164092
B64G,COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR,2022,5.821568641085818
B64U,UNMANNED AERIAL VEHICLES [UAV]; EQUIPMENT THEREFOR,2021,14.574600546412135
B65B,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING",2018,33.294155604693074
B65C,"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES",2021,3.8116166965589615
B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES",2018,73.53551901126664
B65F,GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE,2018,8.226296460130902
B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYORS FOR LOADING OR TIPPING, SHOP CONVEYOR SYSTEMS OR PNEUMATIC TUBE CONVEYORS",2022,65.38514947547615
B65H,"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES",2020,34.52889362299829
B66B,ELEVATORS; ESCALATORS OR MOVING WALKWAYS,2018,20.66711055846887
B66C,"CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES, CAPSTANS, WINCHES, OR TACKLES",2018,15.467536908277157
B66D,"CAPSTANS; WINCHES; TACKLES, e.g. PULLEY BLOCKS; HOISTS",2018,4.283790064345814
B66F,"HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD",2022,11.477004859093169
B67B,"APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS; OPENING CLOSED CONTAINERS",2021,2.934266553650291
B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2017,3.1770545074964147
B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR",2021,5.768234780084049
B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2005,0.8657822720000002
B68C,SADDLES; STIRRUPS,2017,0.80032
B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2016,1.4192805232640004
B81B,"MICROSTRUCTURAL DEVICES OR SYSTEMS, e.g. MICROMECHANICAL DEVICES",2019,3.9808941018877793
B81C,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS,2018,4.2824363356258734
B82B,"NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS; MANUFACTURE OR TREATMENT THEREOF",2009,1.1682560000000002
B82Y,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE OR TREATMENT OF NANOSTRUCTURES,2018,11.31175811914215
C01B,NON-METALLIC ELEMENTS; COMPOUNDS THEREOF; METALLOIDS OR COMPOUNDS THEREOF NOT COVERED BY SUBCLASS C01C,2018,27.99304496123277
C01C,AMMONIA; CYANOGEN; COMPOUNDS THEREOF,2017,1.4319395278927214
C01D,"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM",2018,2.4676086571721423
C01F,"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS",2018,3.462509457045673
C01G,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES C01D OR C01F,2022,6.857930143424397
C01P,INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS,2022,15.58151065730838
C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE",2018,84.69455361125091
C03B,"MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES",2018,13.696751366912583
C03C,"CHEMICAL COMPOSITION OF GLASSES, GLAZES OR VITREOUS ENAMELS; SURFACE TREATMENT OF GLASS; SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS, MINERALS OR SLAGS; JOINING GLASS TO GLASS OR OTHER MATERIALS",2018,17.419184522587706
C04B,"LIME, MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE; CERAMICS; REFRACTORIES; TREATMENT OF NATURAL STONE",2018,68.08375719918841
C05B,PHOSPHATIC FERTILISERS,2018,2.5743920135631466
C05C,NITROGENOUS FERTILISERS,2017,1.8042601420082829
C05D,"INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B, C05C; FERTILISERS PRODUCING CARBON DIOXIDE",2017,2.296678667911168
C05F,"ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B, C05C, e.g. FERTILISERS FROM WASTE OR REFUSE",2018,5.9246217706050786
C05G,"MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS C05; MIXTURES OF ONE OR MORE FERTILISERS WITH MATERIALS NOT HAVING A SPECIFIC FERTILISING ACTIVITY, e.g. PESTICIDES, SOIL-CONDITIONERS, WETTING AGENTS; FERTILISERS CHARACTERISED BY THEIR FORM",2018,18.01650517932873
C06B,EXPLOSIVES OR THERMIC COMPOSITIONS; MANUFACTURE THEREOF; USE OF SINGLE SUBSTANCES AS EXPLOSIVES,2017,2.502808635076717
C06C,DETONATING OR PRIMING DEVICES; FUSES; CHEMICAL LIGHTERS; PYROPHORIC COMPOSITIONS,2017,0.9141006540800003
C06D,MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART),2021,0.8926258176000004
C06F,MATCHES; MANUFACTURE OF MATCHES,2017,0.2
C07B,GENERAL METHODS OF ORGANIC CHEMISTRY; APPARATUS THEREFOR,2018,5.992041473803809
C07C,ACYCLIC OR CARBOCYCLIC COMPOUNDS,2018,54.624225463653374
C07D,HETEROCYCLIC COMPOUNDS,2021,87.58512382363733
C07F,"ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM",2019,14.443964201995133
C07G,COMPOUNDS OF UNKNOWN CONSTITUTION,2020,1.3502848000000003
C07H,SUGARS; DERIVATIVES THEREOF; NUCLEOSIDES; NUCLEOTIDES; NUCLEIC ACIDS,2021,7.613764496124927
C07J,STEROIDS,1966,3.7969275482212193
C07K,PEPTIDES,2021,62.76395142815899
C08B,POLYSACCHARIDES; DERIVATIVES THEREOF,2018,6.524385571314443
C08C,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS,2019,1.5494151546349642
C08F,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS,2018,35.589760966750994
C08G,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS,2018,50.75016660912314
C08H,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS,2017,1.73963665408
C08J,"WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES C08B, C08C, C08F, C08G or C08H",2018,36.98692698601003
C08K,Use of inorganic or non-macromolecular organic substances as compounding ingredients,2018,45.59900632348163
C08L,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS,2018,72.00939893316945
C09B,"ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES, e.g. PIGMENTS; MORDANTS; LAKES",1976,9.527596720945336
C09C,"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES ; PREPARATION OF CARBON BLACK  ; PREPARATION OF INORGANIC MATERIALS WHICH ARE NO SINGLE CHEMICAL COMPOUNDS AND WHICH ARE MAINLY USED AS PIGMENTS OR FILLERS",2006,2.896936945453101
C09D,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR",2018,55.94029648530488
C09F,"NATURAL RESINS; FRENCH POLISH; DRYING-OILS; OIL DRYING AGENTS, i.e. SICCATIVES; TURPENTINE",1986,1.065782272
C09G,POLISHING COMPOSITIONS; SKI WAXES,2021,2.387193243398622
C09H,PREPARATION OF GLUE OR GELATINE,1988,0.7378560000000002
C09J,ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES,2019,23.34820688013391
C09K,"MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE",2018,40.83225200257315
C10B,"DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS",2018,4.8501274183917475
C10C,"WORKING-UP PITCH, ASPHALT, BITUMEN, TAR; PYROLIGNEOUS ACID",2021,1.4959775555911683
C10F,DRYING OR WORKING-UP OF PEAT,1982,0.36000000000000004
C10G,"CRACKING HYDROCARBON OILS; PRODUCTION OF LIQUID HYDROCARBON MIXTURES, e.g. BY DESTRUCTIVE HYDROGENATION, OLIGOMERISATION, POLYMERISATION; RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE, OIL-SAND, OR GASES; REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS; REFORMING OF NAPHTHA; MINERAL WAXES",2018,14.446433610696985
C10H,PRODUCTION OF ACETYLENE BY WET METHODS,1954,0.4880000000000001
C10J,"PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES; CARBURETTING AIR OR OTHER GASES",2014,3.218502321309997
C10K,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE,2016,1.7174026984344228
C10L,"FUELS NOT OTHERWISE PROVIDED FOR; NATURAL GAS; SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES C10G, C10K; LIQUEFIED PETROLEUM GAS; ADDING MATERIALS TO FUELS OR FIRES TO REDUCE SMOKE OR UNDESIRABLE DEPOSITS OR TO FACILITATE SOOT REMOVAL; FIRELIGHTERS",2018,10.714287756543762
C10M,LUBRICATING COMPOSITIONS; USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION,2021,7.217538785899521
C10N,INDEXING SCHEME ASSOCIATED WITH SUBCLASS C10M RELATING TO LUBRICATING COMPOSITIONS,2017,8.521863788874455
C11B,"PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXES; ESSENTIAL OILS; PERFUMES",2018,6.346899222017554
C11C,"FATTY ACIDS FROM FATS, OILS OR WAXES; CANDLES; FATS, OILS OR FATTY ACIDS BY CHEMICAL MODIFICATION OF FATS, OILS, OR FATTY ACIDS OBTAINED THEREFROM",2008,1.5154020018631478
C11D,DETERGENT COMPOSITIONS; USE OF SINGLE SUBSTANCES AS DETERGENTS; SOAP OR SOAP-MAKING; RESIN SOAPS; RECOVERY OF GLYCEROL,2017,19.5065984367207
C12C,BEER; PREPARATION OF BEER BY FERMENTATION; PREPARATION OF MALT FOR MAKING BEER; PREPARATION OF HOPS FOR MAKING BEER,2021,2.281218761146538
C12F,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS; DENATURED ALCOHOL; PREPARATION THEREOF,1911,0.2
C12G,WINE; PREPARATION THEREOF; ALCOHOLIC BEVERAGES; PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES C12C OR C12H,2018,5.778657587787027
C12H,"PASTEURISATION, STERILISATION, PRESERVATION, PURIFICATION, CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES; METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES",2018,2.0596006986026842
C12J,VINEGAR; PREPARATION OR PURIFICATION THEREOF,2017,1.7571200000000002
C12L,PITCHING OR DEPITCHING MACHINES; CELLAR TOOLS,1908,0.2
C12M,"APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY; APPARATUS FOR CULTURING MICROORGANISMS FOR PRODUCING BIOMASS, FOR GROWING CELLS OR FOR OBTAINING FERMENTATION OR METABOLIC PRODUCTS, i.e. BIOREACTORS OR FERMENTERS",2022,12.896638520326043
C12N,"MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA",2022,91.3681208006293
C12P,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE,2019,17.370666723774928
C12Q,"MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS; COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES",2019,52.103271329683594
C12R,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES C12C - C12Q, RELATING TO MICROORGANISMS",2023,4.163277250844901
C12Y,ENZYMES,2022,13.039600804474638
C13B,PRODUCTION OF SUCROSE; APPARATUS SPECIALLY ADAPTED THEREFOR,2022,0.9926213023705165
C13K,"SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES, OLIGOSACCHARIDES OR POLYSACCHARIDES",2011,1.1560195348889601
C14B,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES",2019,1.6118480543890716
C14C,"CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING; APPARATUS THEREFOR; COMPOSITIONS FOR TANNING",2016,2.164374016953932
C21B,MANUFACTURE OF IRON OR STEEL,1982,4.088819580261143
C21C,"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL; TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS",2018,4.09804201234319
C21D,"MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS; GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS; MAKING METAL MALLEABLE, e.g. BY DECARBURISATION OR TEMPERING",2018,16.57253582605413
C22B,PRODUCTION AND REFINING OF METALS; PRETREATMENT OF RAW MATERIALS,2018,11.551488979009395
C22C,ALLOYS,2018,38.64019364950805
C22F,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS,2019,4.762454903613718
C23C,"COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL",2018,54.029319024601456
C23D,"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS",2016,0.6160000000000001
C23F,NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE; INHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL; MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS C23 AND AT LEAST ONE PROCESS COVERED BY SUBCLASS C21D OR C22F OR CLASS C25,2017,5.1442959814952625
C23G,CLEANING OR DE-GREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS,2017,3.1304614867674445
C25B,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS; APPARATUS THEREFOR,2022,10.955261641205354
